canonical_smiles,standard_units,standard_value,units,value,Potency
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCN(C(=O)CBr)C(=O)CBr)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,nM,342.0,nM,342.0,Active
CC(=O)N(CCC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)C(C)=O,nM,272.0,nM,272.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN(N=C=S)N=C=S)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,nM,97.1,nM,97.1,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCCN(C(=O)CBr)C(=O)CBr)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,nM,382.0,nM,382.0,Active
CC(=O)N(CCCC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)C(C)=O,nM,436.0,nM,436.0,Active
CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCN(CC3CC3)CC2)cc1,nM,155.0,nM,155.0,Active
CCCC(C)CN1CCC(c2ccc(C(=O)N(C)C)cc2)(c2cccc(O)c2)CC1,nM,72.0,nM,72.0,Active
CCC(O)(CC)c1ccc(C2(c3cccc(C(N)=O)c3)CCN(CC3CC3)CC2)cc1,nM,282.0,nM,282.0,Active
CCCC(C)CN1CCC(c2ccc(C(O)(CC)CC)cc2)(c2cccc(C(N)=O)c2)CC1,nM,4.7,nM,4.7,Active
CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(CC3CC3)C2)cc1,nM,7.1,nM,7.1,Active
CCCCN1CCCC(c2ccc(C(=O)N(CC)CC)cc2)(c2cccc(O)c2)C1,nM,55.0,nM,55.0,Active
CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(Cc3nccs3)C2)cc1,nM,16.0,nM,16.0,Active
CCN(CC)C(=O)c1ccc(C2(c3cccc(C(N)=O)c3)CCCN(Cc3nccs3)C2)cc1,nM,12.0,nM,12.0,Active
COc1ccc(/C=C/C(=O)O[C@H]2C[C@]34CCN(C)[C@@]35C[C@H](O[C@]5(OC)[C@H]2OC)c2ccc(OC)c(O)c24)cc1O,nM,11300.0,uM,11.3,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](O)[C@@H](OC(=O)/C=C/c1ccccc1)C3,nM,2500.0,uM,2.5,Active
COc1ccc2c(c1O)[C@@]13CC(=O)N(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](OC)[C@@H](OC(=O)/C=C/c1ccccc1)C3,nM,5100.0,uM,5.1,Active
COC1=C(OC)[C@]23CCc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,nM,46000.0,uM,46.0,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(O)[C@@H](OC)[C@@H](O)C3,nM,700.0,uM,0.7,Active
COC1=C(OC)[C@]23CCc4ccc(OC)c(O)c4[C@@]2(CC1=O)CC(=O)N3C,nM,17000.0,uM,17.0,Inactive
COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@]4(OC)[C@@H](OC)[C@@H](O)C3,nM,2100.0,uM,2.1,Active
COC1=CC[C@]23CCN(C)[C@@]24C[C@H](O[C@@]14O)c1ccc(OC)c(O)c13,nM,5500.0,uM,5.5,Active
COC1=C2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3)C[C@H](O)[C@@H]1O,nM,37000.0,uM,37.0,Inactive
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)s1,nM,8306.0,nM,8306.0,Active
NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,nM,27442.0,nM,27442.0,Inactive
NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,nM,24290.0,nM,24290.0,Inactive
NC(=O)c1cccc(N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,nM,14697.0,nM,14697.0,Inactive
C[C@H]1CN(CCC(=O)Nc2ccccc2)[C@@H]2Cc3ccc(O)cc3[C@]1(C)C2,nM,12.0,nM,12.0,Active
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccccc2CN1,nM,1279.0,nM,1279.0,Active
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,nM,27442.0,nM,27442.0,Inactive
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,nM,8306.0,nM,8306.0,Active
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)o1,nM,22049.0,nM,22049.0,Inactive
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c1,nM,2145.0,nM,2145.0,Active
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCCc2ccccc2)c1,nM,4000.0,nM,4000.0,Active
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)cc1,nM,10914.0,nM,10914.0,Inactive
Cc1cccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)c1,nM,11076.0,nM,11076.0,Inactive
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccc3c(c2)OCO3)c1,nM,4842.0,nM,4842.0,Active
CS(=O)(=O)Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)cc1,nM,5389.0,nM,5389.0,Active
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC(=O)Nc2ccccc2)c1,nM,2668.0,nM,2668.0,Active
Cc1cc(O)cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)NCCC(=O)OC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)C2[C@]43CCN5C)N(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,nM,0.81,nM,0.81,Active
Cc1cc(O)cc(C)c1C[C@@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)OC1=C2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5CC(C=C1)C2[C@]43CCN5C)N(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,nM,1.7,nM,1.7,Active
CNc1cc(Cl)c2nonc2c1[N+](=O)[O-],nM,10371.0,uM,10.371,Inactive
S=c1sc2c(Cl)ncnc2n1-c1ccccc1,nM,4697.0,uM,4.697,Active
O=C(OCn1ncc(Br)c(Br)c1=O)c1ccc(F)cc1,nM,10299.0,uM,10.299,Inactive
CCc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,nM,11897.0,uM,11.897,Inactive
Cc1[nH]c2ccccc2c1/C=C1\SC(=N)N(c2nccs2)C1=O,nM,23446.0,uM,23.446,Inactive
COc1cc(OC)c(OC)cc1CCC(C)NCCC(c1ccccc1)c1ccccc1.Cl,nM,24397.0,uM,24.397,Inactive
O=C(Cn1ncc(Cl)c(Cl)c1=O)N1CCc2ccccc21,nM,14665.0,uM,14.665,Inactive
O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,nM,14666.0,uM,14.666,Inactive
CCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],nM,29672.0,uM,29.672,Inactive
CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)n1,nM,9438.0,uM,9.438,Active
CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2,nM,6480.0,uM,6.48,Active
O=c1cc(-c2c(F)c(F)c(F)c(F)c2F)oc2ccccc12,nM,10658.0,uM,10.658,Inactive
CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc3ccccc3c2)cc1)Cc1ccccc1,nM,31300.0,uM,31.3,Inactive
Cc1cc(C)c(S(=O)(=O)NCc2ccc(C(=O)NCCN3Cc4ccccc4C3)cc2)c(C)c1,nM,13900.0,uM,13.9,Inactive
Oc1ccc(C=NNc2ccnc3cc(Cl)ccc23)cc1O,nM,18900.0,uM,18.9,Inactive
O=C(NC(NC(=S)Nc1cccc(Cl)c1)C(Cl)(Cl)Cl)OCc1ccccc1,nM,24400.0,uM,24.4,Inactive
Oc1c(C=Nc2cccc3cccnc23)sc2ccccc12,nM,1010.0,uM,1.01,Active
CCCCC/C=C/c1c(O)cc(CC=C(C)C)c(O)c1CO,nM,5400.0,uM,5.4,Active
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NC1Cc2ccccc2CN(CC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CO)C(N)=O)C1=O,nM,17.4,nM,17.4,Active
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,nM,12979.0,uM,12.979,Inactive
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,nM,8014.0,uM,8.014,Active
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,nM,1442.0,uM,1.442,Active
CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,nM,3209.0,uM,3.209,Active
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,nM,24036.0,uM,24.036,Inactive
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,nM,26894.0,uM,26.894,Inactive
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,nM,4978.0,uM,4.978,Active
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,nM,2718.0,uM,2.718,Active
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,nM,20894.0,uM,20.894,Inactive
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,nM,4202.0,uM,4.202,Active
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,nM,5308.1,uM,5.3081,Active
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,nM,66149.0,uM,66.149,Inactive
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,nM,136.0,uM,0.136,Active
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,nM,3387.0,uM,3.387,Active
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,nM,4795.0,uM,4.795,Active
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,nM,12797.0,uM,12.797,Inactive
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,nM,896.0,uM,0.896,Active
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,nM,13339.0,uM,13.339,Inactive
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,nM,28168.0,uM,28.168,Inactive
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,nM,6644.0,uM,6.644,Active
CCN(C)C(=O)c1ccc([C@H](c2ccccn2)N2CCN(Cc3ccccn3)CC2)cc1,nM,5.2,nM,5.2,Active
CCN(C)C(=O)c1ccc([C@H](c2cccnc2)N2CCN(Cc3ccccn3)CC2)cc1,nM,2.0,nM,2.0,Active
CCN(C)C(=O)c1ccc([C@H](c2cccnc2)N2CCN(Cc3cscn3)CC2)cc1,nM,4.7,nM,4.7,Active
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,nM,4.1,nM,4.1,Active
CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cscn3)CC2)cc1,nM,0.094,nM,0.094,Active
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3c[nH]c(C)n3)CC2)c1,nM,0.7,nM,0.7,Active
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3nc[nH]c3C)CC2)c1,nM,0.26,nM,0.26,Active
CCOC(=O)Nc1ccccc1[C@@H](c1ccc(C(=O)N(CC)CC)cc1)N1CCN(Cc2ccccn2)CC1,nM,1.4,nM,1.4,Active
CCOC(=O)Nc1ccc([C@@H](c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)cc1,nM,1.3,nM,1.3,Active
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)c1,nM,0.071,nM,0.071,Active
CCOC(=O)Nc1ccccc1[C@@H](c1ccc(C(=O)N(CC)CC)cc1)N1CCN(Cc2cscn2)CC1,nM,0.78,nM,0.78,Active
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cccnc3)CC2)cc1,nM,0.68,nM,0.68,Active
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cncs3)CC2)cc1,nM,0.35,nM,0.35,Active
CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CCC3)c2)N2CCN(Cc3cccnc3)CC2)cc1,nM,6.6,nM,6.6,Active
CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCCOC)CC2)cc1,nM,23.0,nM,23.0,Active
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,nM,1.1,nM,1.1,Active
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccccn3)CC2)cc1,nM,0.068,nM,0.068,Active
O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,nM,0.9,nM,0.9,Active
CN(CCO)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,nM,0.27,nM,0.27,Active
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,nM,0.29,nM,0.29,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(F)c2)cc1,nM,0.78,nM,0.78,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccn2)cc1,nM,0.2,nM,0.2,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1,nM,0.7,nM,0.7,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccncc2)cc1,nM,200.0,nM,200.0,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc3cccnc23)cc1,nM,0.26,nM,0.26,Active
CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,nM,0.45,nM,0.45,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(C)=O)c2)cc1,nM,0.22,nM,0.22,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(C)=O)cc2)cc1,nM,0.25,nM,0.25,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(=O)OC)cc1,nM,1.8,nM,1.8,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(=O)OC)c2)cc1,nM,0.082,nM,0.082,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(=O)OC)cc2)cc1,nM,0.75,nM,0.75,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,nM,0.16,nM,0.16,Active
O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCCC1,nM,0.2,nM,0.2,Active
CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,nM,0.27,nM,0.27,Active
O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC1,nM,0.39,nM,0.39,Active
CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,nM,0.17,nM,0.17,Active
O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCOCC1,nM,0.67,nM,0.67,Active
CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,nM,3.4,nM,3.4,Active
O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1,nM,0.63,nM,0.63,Active
CN(CCO)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,nM,0.28,nM,0.28,Active
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccn2)cc1,nM,2.4,nM,2.4,Active
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2ccccn2)cc1,nM,0.46,nM,0.46,Active
CN(C)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2ccccn2)cc1,nM,2.7,nM,2.7,Active
COc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1OC,nM,70.0,nM,70.0,Active
COc1cc(O)c2c(c1)CC(=O)CCCC(=O)CCC[C@@H](C)OC2=O,nM,14620.0,10'-5M,1.462,Inactive
CC1(C)SSC(C)(C)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]1C(=O)O,nM,1.9,nM,1.9,Active
COC(=O)c1cc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,nM,19800.0,uM,19.8,Inactive
COc1ccc(OS(=O)(=O)c2sc(Br)cc2Br)cc1,nM,35700.0,uM,35.7,Inactive
CN(C)c1cccc2c1c(NC(=O)Nc1ccc(OCc3ccccc3)cc1)nn2C,nM,4380.0,uM,4.38,Active
CN(C)c1cc(NC(=O)Nc2ccccc2)c2ccccc2n1,nM,69500.0,uM,69.5,Inactive
CCCC(C)CN1CCC(c2cccc(O)c2)(c2ncc(C(=O)N(CC)CC)cn2)CC1,nM,21.0,nM,21.0,Active
CCC[C@@H](C)CN1CCC(c2cccc(O)c2)(c2ncc(C(=O)N(CC)CC)cn2)CC1,nM,35.0,nM,35.0,Active
CCCC(C)CN1CCC(c2cccc(C(N)=O)c2)(c2ncc(C(=O)N(CC)CC)cn2)CC1,nM,35.0,nM,35.0,Active
COC(=O)c1cc(Br)cnc1N1CC[C@@H](NC2CCCCC2)[C@H](O)C1,nM,3500.0,nM,3500.0,Active
Cc1nn(-c2ccc(Cl)cc2Br)c2c1C(=O)CC(C)(C)C2,nM,3380.0,uM,3.38,Active
Cc1nn(-c2ccc(Br)cc2Br)c2c1C(=O)CC(C)(C)C2,nM,1690.0,uM,1.69,Active
Cc1nn(-c2ccc(Cl)cc2Cl)c2c1C(=O)CC(C)(C)C2,nM,10000.0,uM,10.0,Inactive
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,nM,30.0,nM,30.0,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,nM,7.2,nM,7.2,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,nM,21.0,nM,21.0,Active
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,6.4,nM,6.4,Active
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,nM,1247.0,nM,1247.0,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)N(c1ccccc1)c1ccccc1,nM,8.3,nM,8.3,Active
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)N1CCc2ccccc2C1,nM,2.3,nM,2.3,Active
C=CCN1C[C@H](C)N([C@@H](c2cccc(O)c2)c2cccc(C(=O)N(C)c3cccc(F)c3)c2)C[C@H]1C,nM,3.4,nM,3.4,Active
COCCOCCOCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CCC2)C1O5,nM,8970.0,nM,8970.0,Active
O=C(NCC1NCCc2ccccc21)c1cccc(Cl)c1,nM,170.0,uM,0.17,Active
O=C(NCC1NCCc2ccccc21)c1ccc(OC(F)(F)F)cc1,nM,40.0,uM,0.04,Active
O=C(NCC1NCCc2ccccc21)c1ccc(F)cc1,nM,40.0,uM,0.04,Active
O=C(NCC1NCCc2ccccc21)c1ccc(Cl)cc1,nM,4180.0,uM,4.18,Active
CCc1ccc(C(=O)NCC2c3ccccc3CCN2C)cc1,nM,190.0,uM,0.19,Active
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(Cl)c2)c1,nM,15.82,nM,15.82,Active
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,nM,95.5,nM,95.5,Active
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,nM,6.0,nM,6.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCC(=O)N[C@H](CCCCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,58.0,nM,58.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCCCCC(=O)N[C@H](CCCCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,58.0,nM,58.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCCCC(=O)N[C@H](CCCCNC(=O)CCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,68.0,nM,68.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCCCCC(=O)N[C@H](CCCCNC(=O)CCCCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,76.0,nM,76.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCCC(=O)NCCCCCC(=O)N[C@H](CCCCNC(=O)CCCCCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,100.0,nM,100.0,Active
N[C@@H](Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCC(=O)NCCCCCC(=O)NCCC(=O)N[C@H](CCCCNC(=O)CCNC(=O)CCCCCNC(=O)CCNC(=O)CNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,nM,94.0,nM,94.0,Active
